"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"enrichment","vVasc","HBA1",25.1061008624726,9.3962985456453e-79,1.09438689161131e-74,8369,5.92565568340813,"ENSG00000206172"
2,"enrichment","vVasc","HBA2",24.1787084409326,3.08800235758054e-75,1.79829817293703e-71,8368,6.06696471725936,"ENSG00000188536"
3,"enrichment","vVasc","HBB",23.9393566938982,2.53251677799356e-74,9.83207430443034e-71,6149,6.12595344034978,"ENSG00000244734"
4,"enrichment","vVasc","TAGLN",15.3210956301874,1.85031903933589e-40,5.38766646278627e-37,6686,3.87507203057518,"ENSG00000149591"
5,"enrichment","vVasc","S100A6",14.4652858557341,3.99550877660687e-37,9.30713814422804e-34,739,1.45478813041244,"ENSG00000197956"
6,"enrichment","vVasc","ACTA2",14.3256117942092,1.3868361908893e-36,2.69208018588128e-33,5894,4.17441363681252,"ENSG00000107796"
7,"enrichment","vVasc","IGFBP7",14.1964450021017,4.37279155326474e-36,6.4094756153551e-33,2778,1.84880384775573,"ENSG00000163453"
8,"enrichment","vVasc","COL1A2",14.1838814523876,4.88891415447652e-36,6.4094756153551e-33,4468,3.80470532898137,"ENSG00000164692"
9,"enrichment","vVasc","COL1A1",14.182419268633,4.95280162601493e-36,6.4094756153551e-33,9330,3.4596883069611,"ENSG00000108821"
10,"enrichment","vVasc","FLNA",14.0260466693308,1.98177114907235e-35,2.11683589513846e-32,11598,2.62668256703765,"ENSG00000196924"
11,"enrichment","vVasc","SLC13A4",14.0250553912624,1.99924399815601e-35,2.11683589513846e-32,4647,4.22992480519529,"ENSG00000164707"
12,"enrichment","vVasc","S100A4",13.5955468297498,8.83380295251138e-34,8.57394191565833e-31,740,3.81783042865405,"ENSG00000196154"
13,"enrichment","vVasc","TTR",13.5521088998467,1.29353782966096e-33,1.15891039246625e-30,9649,5.48275884268051,"ENSG00000118271"
14,"enrichment","vVasc","OGN",13.4576459940748,2.96115146086335e-33,2.46346650461967e-30,5341,3.75125614469306,"ENSG00000106809"
15,"enrichment","vVasc","IFI27",13.3873728506969,5.47737517767256e-33,4.1298058061861e-30,7936,1.88899069367731,"ENSG00000165949"
16,"enrichment","vVasc","VIM",13.3833541747544,5.67329723525179e-33,4.1298058061861e-30,5695,1.96845454509681,"ENSG00000026025"
17,"enrichment","vVasc","MYL9",13.307738844736,1.09843982213779e-32,7.52560506378756e-30,10657,3.62519649949386,"ENSG00000101335"
18,"enrichment","vVasc","CALD1",13.1879843193511,3.12054317333335e-32,2.01916479665631e-29,4640,2.18620787988762,"ENSG00000122786"
19,"enrichment","vVasc","CLDN5",13.1167382277998,5.79988198109818e-32,3.55532765441318e-29,10954,2.21263638738778,"ENSG00000184113"
20,"enrichment","vVasc","CYP1B1",13.0851997335143,7.62848748191058e-32,4.44244968509063e-29,1310,3.42519580461253,"ENSG00000138061"
21,"enrichment","vVasc","DCN",12.9974919869276,1.63290212356712e-31,9.05638620627916e-29,7169,2.19291104036528,"ENSG00000011465"
22,"enrichment","vVasc","CRIP1",12.9267568096334,3.01308772497264e-31,1.59515603330711e-28,8009,3.37678937629167,"ENSG00000213145"
23,"enrichment","vVasc","MFAP4",12.8874721127621,4.23224348897737e-31,2.14317130070084e-28,9075,3.3216248377684,"ENSG00000166482"
24,"enrichment","vVasc","CFH",12.8081976506941,8.3925573976558e-31,4.07283816710405e-28,955,3.26623766174009,"ENSG00000000971"
25,"enrichment","vVasc","MGP",12.6574576161729,3.07314813417459e-30,1.43171825274926e-27,6866,4.00100039229214,"ENSG00000111341"
26,"enrichment","vVasc","HLA-B",12.6342353381782,3.75166316910771e-30,1.68060080502298e-27,3704,1.6599565190806,"ENSG00000234745"
27,"enrichment","vVasc","C7",12.6147176483962,4.43609605302653e-30,1.91360039739259e-27,3113,3.18249871199988,"ENSG00000112936"
28,"enrichment","vVasc","COL6A2",12.599929559579,5.03636168369762e-30,2.09494659035808e-27,10925,3.34760212630813,"ENSG00000142173"
29,"enrichment","vVasc","SERPING1",12.5888342460801,5.5393042937529e-30,2.2246992106669e-27,6328,1.90879914987075,"ENSG00000149131"
30,"enrichment","vVasc","TPM2",12.5654422129322,6.76966375486078e-30,2.62820912509545e-27,5248,2.84294046204175,"ENSG00000198467"
31,"enrichment","vVasc","FRZB",12.4607310633275,1.65891257899183e-29,6.23269509919929e-27,1734,3.00161895203081,"ENSG00000162998"
32,"enrichment","vVasc","HLA-E",12.4316138505874,2.12746459094759e-29,7.74330627836455e-27,3685,1.97500878700069,"ENSG00000204592"
33,"enrichment","vVasc","DUSP1",12.4029332760432,2.71765175720712e-29,9.59166364127009e-27,3504,1.96858919417268,"ENSG00000120129"
34,"enrichment","vVasc","YBX3",12.3609128778468,3.88887714627483e-29,1.33216918007832e-26,6847,3.1128354600809,"ENSG00000060138"
35,"enrichment","vVasc","CEMIP",12.2544730893224,9.62040757244827e-29,3.201396771323e-26,8298,3.3728124806254,"ENSG00000103888"
36,"enrichment","vVasc","S100A8",12.0549736552374,5.21321623373191e-28,1.68662026317432e-25,738,3.0627597696456,"ENSG00000143546"
37,"enrichment","vVasc","FMOD",11.9674572911875,1.09049787884962e-27,3.43271048512474e-25,988,2.84046449592967,"ENSG00000122176"
38,"enrichment","vVasc","MUSTN1",11.9371863511744,1.40695540647835e-27,4.31231832085615e-25,2214,2.4252335851446,"ENSG00000272573"
39,"enrichment","vVasc","IFITM3",11.8605047354734,2.67980679171637e-27,8.00300248797963e-25,6104,1.81009967696611,"ENSG00000142089"
40,"enrichment","vVasc","TIMP3",11.8378115060126,3.24174954760503e-27,9.43916424523893e-25,11070,1.59439075532219,"ENSG00000100234"
